Date,Time,PM2.5
27/02/201,8:00 PM,107
27/02/201,9:00 PM,149
27/02/201,10:00 PM,123
27/02/201,11:00 PM,143
27/02/2016,,134
28/02/201,1:00 AM,148
28/02/201,2:00 AM,196
28/02/201,3:00 AM,269
28/02/201,4:00 AM,317
28/02/201,5:00 AM,289
28/02/201,6:00 AM,273
28/02/201,7:00 AM,292
28/02/201,8:00 AM,309
28/02/201,9:00 AM,304
28/02/201,10:00 AM,308
28/02/201,11:00 AM,256
28/02/201,12:00 PM,172
28/02/201,1:00 PM,123
28/02/201,2:00 PM,95
28/02/201,3:00 PM,79
28/02/201,4:00 PM,71
28/02/201,5:00 PM,83
28/02/201,6:00 PM,85
28/02/201,7:00 PM,84
28/02/201,8:00 PM,106
28/02/201,9:00 PM,155
28/02/201,10:00 PM,143
28/02/201,11:00 PM,143
28/02/2016,,152
29/02/201,1:00 AM,161
29/02/201,2:00 AM,185
29/02/201,3:00 AM,187
29/02/201,4:00 AM,199
29/02/201,5:00 AM,203
29/02/201,6:00 AM,193
29/02/201,7:00 AM,212
29/02/201,8:00 AM,204
29/02/201,9:00 AM,254
29/02/201,10:00 AM,281
29/02/201,11:00 AM,171
29/02/201,12:00 PM,115
29/02/201,1:00 PM,90
29/02/201,2:00 PM,99
29/02/201,3:00 PM,79
29/02/201,4:00 PM,77
29/02/201,5:00 PM,82
29/02/201,6:00 PM,89
29/02/201,7:00 PM,98
29/02/201,8:00 PM,152
29/02/201,9:00 PM,121
29/02/201,10:00 PM,148
29/02/201,11:00 PM,152
29/02/2016,,214
